,IdentityCard_Num,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
6281,6282,0.6385355163479007,0.18705888067842083,0.0008006296246561325,-0.441509658318943,0.7291015783473654,-0.8965566509501357,-1.2568829854354318,-1.747084538068104,0,1,0,0,0,0,0,0
6282,6283,1.7288809326531842,1.2497568468871054,-0.029818236450219568,-0.643227959710051,-1.690475103700085,0.959137019574225,0.21991519162770023,0.05984552364390145,0,0,0,0,0,1,0,0
6283,6284,0.6921251679940921,-0.4068703970980321,0.4191189649868668,0.31257732418051937,0.581929913824923,-0.21217316759537064,-0.6543650513253447,0.42123153598630253,0,0,0,0,1,0,0,0
6284,6285,-0.6197397391167428,-0.5840650099731175,-0.6908778629521323,0.1758394935430916,-1.4177417912179886,0.7499642806115161,0.0785629336438426,-0.30154048869849964,1,0,0,0,0,0,0,0
6285,6286,1.2408367711375046,1.247628610897168,0.719218581455834,0.9757554848023808,0.16947666666962113,0.6756679525646523,-0.019002536411550322,1.1440035606711048,1,0,0,0,0,0,0,0
6286,6287,-0.9232064414001455,-1.0016446273964428,0.0927954028378274,-0.1325302638003708,-0.07605783186275784,-0.2790398628375481,0.43974119544229917,-1.3856985257257028,0,1,0,0,0,0,0,0
6287,6288,-0.5455201914121024,-0.48674692544679415,-0.5912736632748791,0.2519726136976773,0.2249920540464413,0.06158022574653521,-0.07907918011362992,-1.0243125133833018,0,0,0,0,0,0,1,0
6288,6289,0.8613314142362641,0.9876477706441146,0.14730384978516167,0.9819869779124564,1.4157784839546108,-0.8516930990141449,-0.6582946023514132,-1.3856985257257028,0,0,0,0,0,0,0,1
6289,6290,-0.7702861804128459,-0.5656239822450416,-0.6416953290169515,-0.3374047569200722,0.31105953380513557,-0.575939419917131,0.16828365566640419,-1.3856985257257028,0,0,1,0,0,0,0,0
6290,6291,-0.2511381757984508,-1.1519840785205848,0.13405169321936583,0.9757120772881825,1.157576044678528,-0.6536648092584656,0.11526954931814493,-0.30154048869849964,0,0,0,0,1,0,0,0
6291,6292,0.3800846199792422,-0.3075823867663063,0.6276423862584908,-0.4966584591124569,-0.08760801312907603,0.30132876125160735,-0.6648913930039866,-0.6629265010409007,0,0,0,0,0,0,0,1
6292,6293,0.7255097594466758,-1.1105957663193922,0.6522499986743134,-1.1784046686294714,0.45897637131250246,0.4536362337476785,0.07791134065196109,0.7826175483287037,0,0,1,0,0,0,0,0
6293,6294,-0.8673463247129037,0.10559276596764862,1.138134090362977,0.8409123601792945,0.14339561219728975,-0.4473496213744821,0.27740779418011074,0.05984552364390145,0,1,0,0,0,0,0,0
6294,6295,1.2953833390475895,-1.1057373861067639,-0.47152403823839734,-0.4616168837508138,0.17282994510177818,0.10158594084869277,0.27197785895216825,-1.0243125133833018,0,0,0,0,1,0,0,0
6295,6296,-0.6764607492271919,-0.5027132106734631,-0.6474400257375539,-0.01748814462923422,-1.4754926975495801,0.7942563223317616,0.05973608487098454,-0.6629265010409007,0,0,0,0,0,1,0,0
6296,6297,0.04610004759347527,-0.5063076445644981,0.13225440284185827,-0.2845448148712485,-1.5071625494088399,0.8185455065009286,-0.6200966627949661,-0.30154048869849964,0,1,0,0,0,0,0,0
6297,6298,0.3934947363167465,-0.22572671550485193,-0.33545782338580515,0.23512224835222212,0.6191885630711108,-0.8122588941277324,-0.8920056288656859,-1.3856985257257028,0,1,0,0,0,0,0,0
6298,6299,-0.6852385423455545,-0.46519839681453884,-0.6785917670082725,-1.0469298146751516,-1.2102111149167212,0.5907986855265039,0.061646355116580266,-0.6629265010409007,0,0,0,1,0,0,0,0
6299,6300,1.1711613603966293,1.7543967759833898,1.0113960391161343,-0.3272399634999735,1.8137008579038987,-0.013859122731818774,0.45384937605118153,1.5053895730135058,0,0,0,0,0,1,0,0
6300,6301,-0.2758934697390541,0.945175591708722,-0.771892867538591,-0.5096238077737718,-0.4177196454503021,0.5545077868266897,-0.24897360437918273,0.42123153598630253,0,0,0,0,1,0,0,0
6301,6302,0.9841667269689022,1.028212870142971,-0.19262549788327715,-0.3720250335879043,-0.31935681144036565,0.4790684383483357,-0.5276417943722277,-0.30154048869849964,0,0,0,0,0,0,1,0
6302,6303,-1.2700897347689806,-0.5435470661521091,-0.6349662559754751,0.8172245132219863,-1.1994061066353268,0.5825117873981998,0.605015357543622,-0.6629265010409007,0,0,0,0,0,1,0,0
6303,6304,-0.17605225211107114,-2.3262032346573056,-2.602466565624879,2.0781495694641845,0.6970591399956436,0.2710387198171169,2.3058837927691793,0.42123153598630253,0,0,0,0,0,1,0,0
6304,6305,-0.5720529339042077,-0.541119472897414,-0.29580822329494333,-0.5314785681017473,-1.4263112805446119,0.7565366480925846,-0.1247787137776811,0.05984552364390145,0,1,0,0,0,0,0,0
6305,6306,0.036975398106511584,0.4777569580369887,-0.1404400250295363,-0.035768883370283,1.2265045457839756,-0.7065295042148878,-1.061671268161742,-0.6629265010409007,0,0,0,0,0,0,0,1
6306,6307,0.3179281416174948,0.5881568092393429,-0.24474070471458417,-0.30324894369991207,-0.2332893316816715,-0.1584512073153308,-1.1213759431955561,-0.30154048869849964,0,0,1,0,0,0,0,0
6307,6308,2.628409302775568,0.9498213199051236,-1.129414281681267,-1.1784046686294714,1.9627354548886509,-0.6996713816259466,1.2606707800875763,0.7826175483287037,0,0,1,0,0,0,0,0
6308,6309,-1.0881984366504331,0.3515101828901276,0.9695410991187156,0.6421523568861587,0.6288758118751193,-0.819688526932419,0.370393040287849,1.1440035606711048,1,0,0,0,0,0,0,0
6309,6310,-0.7890250294298236,-0.647440592059205,-0.6470369975664232,0.4771016269281367,-1.036958395921947,0.4579225603657666,0.23049491188311538,-1.3856985257257028,0,1,0,0,0,0,0,0
6310,6311,-0.4248315731597995,2.6015041131824423,-2.491491468015137,1.7668628282741596,1.6728631637533078,-0.4773539077011002,2.065408209088436,0.42123153598630253,0,1,0,0,0,0,0,0
6311,6312,1.180523260515299,0.7591863426595792,-0.04278444404994269,-0.8775905841545872,0.07297676512199437,0.17816830975853692,-0.5572045802640774,-1.0243125133833018,0,0,0,0,0,0,1,0
6312,6313,0.45057040947732446,-0.29828815919604496,0.09341204473657518,-0.16764670881740715,0.07707521653907477,-0.3964852121731677,-0.9239352350217945,0.7826175483287037,0,1,0,0,0,0,0,0
6313,6314,-0.6222188213194261,0.41895150418824184,1.362274108115295,2.348921761081328,1.5771084351906048,-0.403914844977854,0.2400875232548363,1.5053895730135058,1,0,0,0,0,0,0,0
6314,6315,-1.0876433219655934,-1.2061193922153786,0.8627186770569534,1.177909052640118,0.9802248742666726,0.05386483783397633,0.8710950745830779,1.1440035606711048,0,0,0,1,0,0,0,0
6315,6316,-1.080887180061856,-0.6141751482742236,-1.658623772400071,1.5674463614342722,-0.05034936388288813,0.8442634662094584,1.0076947351631491,1.5053895730135058,0,0,0,0,0,1,0,0
6316,6317,-0.14149837311207258,-0.16911242954904737,-0.08654016821444468,0.30310308458686924,-0.8730203392387197,0.3321903129018433,-0.7631041694200307,1.1440035606711048,1,0,0,0,0,0,0,0
6317,6318,0.2919525998981144,-0.6082797727489359,-0.10708382742496703,-0.2631282058022937,1.4217398678340007,-0.8562651807401058,-0.5951152318254318,-0.30154048869849964,0,0,0,0,1,0,0,0
6318,6319,-0.0356950816182885,-0.2785917925817633,-0.26812780632722266,0.7967258241133229,0.8248563069100686,-0.9699957136733819,-0.7206033879966008,0.7826175483287037,0,0,1,0,0,0,0,0
6319,6320,0.8299510849486265,-0.6484388654886701,0.5964417218386996,-1.1784046686294714,0.39302856214674947,0.5042148878411203,-0.3148229529930406,0.42123153598630253,0,0,1,0,0,0,0,0
6320,6321,-1.9468380877058769,-1.4604858140783556,-0.7266497444543968,2.808658925260066,0.6825282667896304,0.28218316902414653,1.7074256770074128,1.866775585355907,1,0,0,0,0,0,0,0
6321,6322,0.2897880385056521,-0.0002647916066745169,-0.17493181602000438,1.1781600600451287,-0.8271922006659084,0.2970424346335192,-1.1536784458014158,-1.0243125133833018,0,0,1,0,0,0,0,0
6322,6323,0.3435782829324082,-0.11469687386161291,-0.20912075761418883,0.41707975584185686,-0.2060905177319541,-0.1793113301900271,-1.052155250533019,-1.747084538068104,0,1,0,0,0,0,0,0
6323,6324,2.3280787417674396,-1.0194055391061558,2.085095627840183,2.58532438370589,1.4180140029093822,-0.28189741391627376,1.73682752639143,1.866775585355907,0,0,0,0,0,1,0,0
6324,6325,-0.648119005506237,-0.6168014752758192,-0.6908381319346322,-0.24562957067715846,-1.565658628725355,0.8634090584369196,0.1192135697018435,-1.747084538068104,0,1,0,0,0,0,0,0
6325,6326,-0.011436991294897192,0.008713579613737329,0.2738321844680439,-0.5201015891132539,0.46456516869943054,-0.12216030861551652,-0.9363646479891438,-0.30154048869849964,0,0,0,0,0,0,0,1
6326,6327,-1.4260489563163976,-1.1209472350685283,0.056580492417929236,3.78446995148583,-0.18410791467670312,0.9468495499357052,0.9471873713614108,1.866775585355907,1,0,0,0,0,0,0,0
6327,6328,0.6427836596890965,-0.9894537077740156,-1.1395440714759368,1.5201688570500824,1.436270741040014,-0.2958994142020288,0.2513231943135859,-0.30154048869849964,0,0,1,0,0,0,0,0
6328,6329,0.38756302854619273,0.17732482499316224,-0.046457741689327404,-0.5696138358613215,-0.1155520000637171,-0.24874982140305746,-1.3976500153745837,0.05984552364390145,1,0,0,0,0,0,0,0
6329,6330,0.46445567180379727,0.9608792511165484,-0.22669371860744336,0.6163183659508166,1.2257593727990514,-0.7059579939991427,-0.8066946067023033,-0.30154048869849964,0,0,0,0,0,0,1,0
6330,6331,-0.4237694553881356,0.169573341303492,1.5488997587815796,1.8255330199089064,0.6907251696237916,0.27589655665095014,0.2703517684985774,-0.6629265010409007,0,1,0,0,0,0,0,0
6331,6332,-0.08410151358809466,-0.17008659585691238,0.5522783103711473,-0.5304345165293357,-1.5574617258911936,0.8571224460637232,-0.6386571788986796,1.5053895730135058,0,0,0,0,0,1,0,0
6332,6333,-0.8739412499410707,-0.6660642666850491,-1.0847655837522339,-1.1288731161631094,0.09533195466970704,0.7325332190312901,0.5179412961540955,-0.30154048869849964,0,0,0,0,0,1,0,0
6333,6334,-0.5310995975473168,-0.619642373345285,-0.5896394282842621,1.139565827113785,-0.39089341799304655,-0.03757679668524072,-0.011561085638244695,-0.6629265010409007,0,0,0,0,0,1,0,0
6334,6335,-0.03886478630126239,1.4982754971529775,-1.1138274763485443,1.2881750944141985,0.6404259931414378,0.31447349621374476,0.2227473024466082,2.228161597698308,1,0,0,0,0,0,0,0
6335,6336,1.495284553368647,0.5321628091368555,-0.7422204139125012,-1.0165633471001088,2.337930052797764,-0.9874267752536077,-0.08536096136948514,0.7826175483287037,0,0,0,0,0,1,0,0
6336,6337,1.6722431387894152,1.2770313902353185,0.058236175068716,0.16574069327815005,-0.3029630057720429,-0.10501500214316328,0.1842253821489928,0.05984552364390145,0,0,0,0,0,1,0,0
6337,6338,3.2175286902226845,2.3608497320495765,1.7789261301404615,1.3272618082572882,0.4384841142270988,0.4693527646806688,2.6208871543269625,-0.30154048869849964,0,0,1,0,0,0,0,0
6338,6339,0.6534547838998591,1.0684383502362744,-0.4846795380303596,-0.5677673977595477,-0.8521554956608542,0.8876982426060867,-0.5527700787105837,-0.6629265010409007,0,0,0,0,0,0,0,1
6339,6340,-0.8167338219097785,0.51063851367651,0.7832199142822365,0.18572710339007686,-0.02650382836532778,-0.31704529218459787,0.031150596196296856,2.228161597698308,1,0,0,0,0,0,0,0
6340,6341,0.15945096713632834,0.08166063628165941,0.02733949264828912,1.0748320228752526,-0.17553842535008,-0.2027432490355765,-1.1905425227409592,0.05984552364390145,1,0,0,0,0,0,0,0
6341,6342,-0.226815850355452,0.3223525032329545,1.2916240620854265,-0.7296089446676907,1.3684599994119517,-0.8154022003143306,-0.06885210052543544,-0.30154048869849964,0,0,0,0,1,0,0,0
6342,6343,-0.3080558660785277,-0.7976530584299449,-0.7182796615024468,-0.5433783229276682,0.7127077726790426,-0.8839834262037434,0.023797221063281138,0.7826175483287037,0,0,0,1,0,0,0,0
6343,6344,-0.4342350670479932,-0.14721403670805983,0.08102431205821964,0.6978097238346042,-0.18857895258624585,-0.19274182026003706,-0.5067846628608518,1.5053895730135058,0,0,0,0,0,1,0,0
6344,6345,-0.5554453681540793,-0.39966646244535126,-0.5043932967253639,-0.4466630075694825,0.055465199976285774,-0.3799114159165595,-0.15463779459918536,-1.0243125133833018,0,0,0,1,0,0,0,0
6345,6346,-0.3503957888096781,0.01550568604098176,-0.34610766363543527,-0.606955174593104,-0.12784735431495928,-0.23931990284326332,-0.5814092458416891,0.7826175483287037,0,0,1,0,0,0,0,0
6346,6347,-1.4130064106978157,1.3188510935412834,-1.6978349528991443,-1.1045707881070759,0.07744780303153677,0.7462494642091726,1.323046651116071,1.1440035606711048,1,0,0,0,0,0,0,0
6347,6348,0.2097857265955055,0.041956852692834536,0.5137748974830074,-0.9012674394748281,0.07819297601646046,-0.3973424774967853,-0.9345330438855682,0.7826175483287037,0,0,1,0,0,0,0,0
6348,6349,-0.08107085551422442,0.17191078929382395,-0.362326405859738,-0.8567094577342463,0.7134529456639662,-0.8845549364194885,-0.8628212047465902,1.1440035606711048,0,0,1,0,0,0,0,0
6349,6350,-1.066112283188485,0.12121114591028635,0.8100011246109053,-0.3431463261662659,-1.7277337529462728,0.9877125303614802,0.27948028810924525,1.1440035606711048,0,0,0,1,0,0,0,0
6350,6351,0.4855598849183569,0.09526076556011823,0.9417777602108676,-0.3494008811622738,0.0003223990919276215,0.233890555793685,-0.574780290296138,-1.0243125133833018,0,0,0,0,0,0,0,1
6351,6352,-0.2013433189698208,0.4210918847395841,0.2809604738988366,-0.8742049432741673,0.1650056287600784,-0.46392341763109024,-0.8083290746727402,0.05984552364390145,0,1,0,0,0,0,0,0
6352,6353,1.4644973081969033,1.2466550703390513,-0.19458449564948946,-0.9178072589715981,0.27603640351371905,-0.5490784397771109,-0.00027393941462063904,0.42123153598630253,1,0,0,0,0,0,0,0
6353,6354,-0.0008679950811113397,-0.034373611641637124,-3.2116730363753603,-0.26279718647294903,-0.5939530563847712,0.1181597371053007,-0.9485953683491362,0.05984552364390145,0,1,0,0,0,0,0,0
6354,6355,-0.6688631908320388,-0.7182026836669931,-0.04488423776853685,-0.4938465220317154,0.562182829724443,-0.19702814687812542,0.03736476744423637,-1.0243125133833018,0,0,0,0,0,0,1,0
6355,6356,0.394279489924427,-0.24244349076603114,0.03752437248967389,-0.07610376468157742,0.32372747454883943,-0.5856550935847977,-0.987231138514112,2.228161597698308,1,0,0,0,0,0,0,0
6356,6357,2.529412858039579,2.832967269784045,2.7898746653501365,-0.20389812244118985,2.803290581882653,-0.7728246892413202,2.956706389229608,1.5053895730135058,0,0,0,1,0,0,0,0
6357,6358,1.4409902292488712,0.255077219775055,0.18266952005532375,0.7107192028690776,0.37551699700104085,-0.05386483783397633,-0.383650437994993,-0.30154048869849964,0,0,0,0,0,0,0,1
6358,6359,1.4922786783537814,1.302174827376608,-0.15265732002576343,0.7628553169350456,-1.2620006373689225,0.6305186455207887,0.05393860726424146,0.42123153598630253,1,0,0,0,0,0,0,0
6359,6360,-0.7115628817871128,-0.49271939166898204,-0.5823458214945776,-0.42021049209099526,0.13855198779528502,-0.4436348049721388,0.05689752433294705,0.05984552364390145,1,0,0,0,0,0,0,0
6360,6361,0.3855001651343105,-0.19472783377545202,-0.2376542627360593,0.28238907045091244,-0.7858351000026396,0.2653236176596656,-0.9705132498260863,-1.747084538068104,0,1,0,0,0,0,0,0
6361,6362,0.584091672716221,-0.20993717403418394,-0.2522099257840301,-0.8522920591854407,-0.24223140750075633,-0.15159308472638955,-0.9178252391943365,-1.0243125133833018,0,0,1,0,0,0,0,0
6362,6363,-0.6500821762852101,-2.1889565747878796,-3.0422482745203654,3.37142483225515,1.0886475435730798,-0.029289898556936755,2.6546980135174376,1.866775585355907,0,0,0,0,0,1,0,0
6363,6364,0.4808916819445022,0.25139497705217034,-0.03100459645679447,0.3013148421671441,-0.9140048534095265,0.3636233747678239,-1.4287113567297354,-0.6629265010409007,0,0,0,1,0,0,0,0
6364,6365,-0.8244612990833835,-0.7023731855345939,0.3400754187410075,-0.22045993040371786,1.5268092587082505,-0.9368481211601658,0.18936209835563755,-0.6629265010409007,0,0,0,0,1,0,0,0
6365,6366,-0.8642851564075534,-0.36530645372774934,-0.7293141792953345,-1.0198524845511274,0.7313370973021365,-0.8982711815973711,-1.5040422335507382,-0.30154048869849964,1,0,0,0,0,0,0,0
6366,6367,-0.10024614067145574,0.054409746016689006,-0.3638270616041836,-0.7986516594731693,-0.32457302233483204,-0.3576225175025003,-0.8134793414848726,1.1440035606711048,0,0,0,1,0,0,0,0
6367,6368,-0.8066941567412561,0.42933534342847074,0.7942712762309388,0.09651346580291571,-1.6919654496699323,0.9602800400057152,0.017705078422183933,0.7826175483287037,0,0,0,1,0,0,0,0
6368,6369,-1.08191284631848,-0.3220866916323191,0.38712613300457094,-0.8387269837438626,-0.7940320028368011,0.8431204457779682,0.2569109558690452,-1.0243125133833018,0,0,0,0,0,0,1,0
6369,6370,0.10165763847583947,0.7426539050424047,-0.6292278535784473,0.9049695338346737,0.41612892467938617,-0.08501214459208462,-0.6645989615786787,-1.3856985257257028,0,0,0,0,0,0,0,1
6370,6371,-0.6418411333406152,0.5238231374047007,0.20640900546969168,-0.35068591954397826,-0.9956012952586782,0.9977139591370197,-0.3461329536928556,-0.30154048869849964,0,0,0,0,1,0,0,0
6371,6372,0.8840858418854906,-0.6745480280689182,1.935375254126441,-0.5831931631413823,-0.32494560882729373,0.4833547649664238,0.7127924683285735,-0.6629265010409007,0,0,0,0,0,0,1,0
6372,6373,-0.39690604763156995,-0.18065313408712988,0.6696988183491824,0.7370575815327078,-0.8465666982739262,0.3119017002428919,-0.3325849680327311,0.05984552364390145,0,0,0,1,0,0,0,0
6373,6374,1.9078630382750013,1.3019008911149879,-0.05557147203113629,-0.47515389029662947,-0.14573150595312956,-0.22560365766538082,0.41539045618294185,-1.0243125133833018,0,0,0,1,0,0,0,0
6374,6375,1.0955540361471752,-0.14429363883731872,0.17655398153098337,0.6623230710337789,0.6609182502268411,-0.27275325046435195,-0.6398330946430401,-1.747084538068104,0,0,0,0,0,0,1,0
6375,6376,0.8571045761441376,-1.4635811614175358,0.5857616538294032,1.336616896619534,1.4508016142460272,-0.3070438634090584,0.41778800976088964,1.1440035606711048,1,0,0,0,0,0,0,0
6376,6377,0.3843977101500749,-0.3588499189476668,-0.35802673473202756,0.09584236672205838,-1.6457647246046592,0.9248464066295186,-0.7640057038573953,-0.30154048869849964,0,0,0,1,0,0,0,0
6377,6378,-0.025433105747930087,-0.5837543364775556,-0.14028757639611356,-1.0100859271082478,-0.3894030720231992,-0.03871981711673089,-0.5072441325209182,0.7826175483287037,0,0,0,1,0,0,0,0
6378,6379,-0.802279295624613,-0.6800018538635078,-0.794768247953764,-0.3654989871153135,-1.6655118087051388,0.9399914273467638,0.322024773530754,-1.0243125133833018,0,0,0,1,0,0,0,0
6379,6380,0.18231442696789715,-0.5038536180455104,0.16635194187969995,-0.13112157131873067,0.7078641482770381,-0.8802686098014002,-0.6712143638824375,1.1440035606711048,0,0,0,0,0,1,0,0
6380,6381,1.109475132176536,-0.35870634893192177,0.2918361872856736,-0.20671826657956097,-0.4039339452292124,0.5439348478354051,-0.47638123062197685,-0.30154048869849964,0,0,0,0,1,0,0,0
6381,6382,1.4038273947224864,1.2132650644104346,-0.12675334021411905,-0.03655650672081166,-0.5432812934099557,0.07929704243463354,-0.08144212758056836,0.05984552364390145,0,0,0,0,0,1,0,0
6382,6383,-0.6053170836851736,-0.5147956498564752,-0.6405062762481689,-0.19110485548673162,0.8386420071311581,-0.9805686526646664,0.005660049338117148,0.05984552364390145,1,0,0,0,0,0,0,0
6383,6384,-0.7308519771530959,-0.29234243686212535,1.5209105939552714,-0.65513111387291,1.1102575601358688,-0.6173739105586513,0.5259986733547599,0.05984552364390145,0,0,0,0,1,0,0,0
6384,6385,0.15888938725365476,-0.5287184293391929,-0.2586602057634221,-1.078508464634393,0.48393966630744817,-0.7085297899699956,-0.6067381964568178,0.7826175483287037,0,0,0,1,0,0,0,0
6385,6386,0.18225241310127346,0.9942262732466767,-0.10445170314319366,0.5916263294714469,0.23542447583537413,0.05357908272610379,-0.7693866110701808,-1.0243125133833018,0,0,0,0,0,0,1,0
